"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2024-04-20","26","27","29","22","24","24","26","29","20","28","29","26","23","24","26","29","26","29","24","24","28","23","27","27","27","27","","","",""
"2024-04-21","6","7","4","5","7","7","6","7","4","8","8","6","6","7","6","7","7","7","7","6","7","6","7","6","7","7","","","",""
"2024-04-22","16","17","11","15","16","17","15","16","14","19","15","16","15","17","15","15","17","14","16","15","18","15","17","17","18","16","","","",""
"2024-04-23","10","11","4","10","12","11","9","11","12","11","9","10","10","11","9","8","10","8","12","10","13","10","9","11","11","10","","","",""
"2024-04-24","5","6","2","5","6","7","5","6","5","7","5","5","6","5","5","5","6","5","5","4","6","4","7","6","5","6","","","",""
"2024-04-25","20","23","22","15","21","21","18","13","22","18","19","17","21","19","19","24","17","19","20","20","23","18","22","19","19","19","","","",""
"2024-04-26","26","32","29","19","24","32","25","32","27","25","24","23","28","22","24","37","26","24","26","23","27","24","22","26","24","28","","","",""
"2024-04-27","23","28","21","15","27","32","23","39","25","18","15","18","20","26","16","33","22","15","22","29","35","24","18","20","19","24","","","",""
"2024-04-28","20","21","17","20","23","23","19","26","17","19","19","21","17","22","19","21","19","19","20","21","24","21","20","21","21","22","","","",""
"2024-04-29","20","21","14","21","20","21","18","21","20","22","19","20","18","21","18","22","20","19","19","19","22","19","22","22","20","22","","","",""
"2024-04-30","33","32","35","32","33","34","31","38","30","37","36","34","28","32","34","37","30","34","29","32","33","31","38","35","34","35","","","",""
"2024-05-01","14","15","8","14","16","18","13","16","15","16","12","13","14","15","13","14","13","12","15","14","16","15","13","15","15","13","","","",""
"2024-05-02","19","19","13","18","19","21","18","21","18","20","19","19","18","18","17","20","17","17","19","18","20","20","19","20","19","19","","","",""
"2024-05-03","25","26","23","22","23","27","25","27","22","26","26","26","22","24","22","29","24","22","25","23","26","27","22","26","25","27","","","",""
"2024-05-04","33","32","34","32","32","32","33","34","26","36","33","35","29","33","32","37","31","33","31","30","33","36","33","35","34","36","","","",""
"2024-05-05","14","16","14","13","13","14","16","12","11","17","14","16","12","14","13","12","16","16","13","13","14","17","14","16","16","16","","","",""
"2024-05-06","7","7","5","5","8","8","6","9","6","9","6","6","7","7","8","6","6","7","6","6","7","8","10","7","7","7","","","",""
"2024-05-07","13","13","13","12","12","12","12","13","10","14","14","13","13","12","13","15","13","14","13","12","14","13","12","13","14","13","","","",""
"2024-05-08","9","9","4","9","9","10","9","9","7","12","8","10","8","9","8","8","10","9","9","8","10","11","8","11","10","10","","","",""
"2024-05-09","14","15","11","15","14","14","15","15","11","18","15","16","14","13","14","14","14","15","15","12","14","17","14","16","15","15","","","",""
"2024-05-10","14","14","13","14","13","15","14","15","12","18","16","15","13","13","13","16","14","15","13","12","14","16","14","16","15","15","","","",""
"2024-05-11","8","9","5","7","7","9","8","7","6","10","8","8","7","7","7","6","8","7","7","6","7","9","8","9","9","8","","","",""
"2024-05-12","15","14","15","13","12","15","13","18","10","18","19","17","12","14","17","17","13","20","15","11","13","16","24","16","15","15","","","",""
"2024-05-13","14","15","9","12","13","16","13","14","12","16","12","14","13","14","11","14","14","13","15","12","14","16","14","15","13","14","","","",""
"2024-05-14","13","13","8","13","14","15","12","14","12","17","12","14","12","13","12","13","14","11","15","12","15","16","13","17","14","14","","","",""
"2024-05-15","8","8","5","7","7","9","8","8","7","10","7","7","7","7","7","7","8","8","7","6","7","9","9","8","7","8","","","",""
"2024-05-16","6","6","4","5","6","8","5","8","6","7","5","6","6","6","6","7","6","6","6","5","6","8","6","8","6","6","","","",""
"2024-05-17","19","18","18","17","17","19","17","22","16","20","21","20","17","18","21","22","18","19","16","16","18","19","23","21","21","19","","","",""
"2024-05-18","11","12","8","11","10","11","11","12","8","13","12","11","10","11","10","11","13","11","12","9","11","14","13","12","11","12","","","",""
"2024-05-19","11","12","7","10","11","14","11","13","9","12","8","12","12","13","11","10","13","9","11","10","13","14","11","12","12","11","","","",""
"2024-05-20","16","16","14","16","16","16","16","17","13","18","16","17","15","16","17","14","16","16","14","14","15","17","20","18","18","17","","","",""
"2024-05-21","27","26","27","21","31","27","25","37","27","23","27","26","27","29","30","31","23","25","21","29","30","24","33","27","28","24","","","",""
"2024-05-22","35","36","51","31","29","31","41","34","30","35","36","38","33","32","38","37","34","35","33","28","32","31","40","39","38","40","","","",""
"2024-05-23","19","19","19","16","17","19","19","21","17","19","17","19","17","17","19","21","20","18","19","16","19","19","20","20","19","19","","","",""
"2024-05-24","25","24","25","20","26","28","23","32","27","21","21","23","27","25","23","27","24","23","24","26","26","24","27","23","23","22","","","",""
"2024-05-25","19","16","8","18","22","24","15","24","20","17","18","19","18","23","19","17","18","18","15","21","25","18","22","19","19","14","","","",""
"2024-05-26","13","14","8","14","13","15","14","13","11","15","12","13","13","14","12","10","14","11","12","12","15","13","13","14","13","14","","","",""
"2024-05-27","10","10","7","8","8","12","10","11","8","10","7","10","13","10","10","9","10","9","10","8","11","10","13","10","10","9","","","",""
"2024-05-28","7","7","3","6","7","8","6","8","7","7","6","7","5","7","6","8","7","6","8","6","7","10","6","7","7","7","","","",""
"2024-05-29","12","13","7","11","11","13","11","12","8","12","10","12","12","13","10","12","13","10","12","10","13","15","12","13","12","13","","","",""
"2024-05-30","15","18","9","12","14","16","15","17","13","16","11","15","14","16","12","18","17","13","15","13","16","17","12","16","15","14","","","",""
"2024-05-31","13","15","9","13","11","15","14","15","12","16","12","13","13","13","12","15","13","13","15","11","14","13","14","14","13","13","","","",""
"2024-06-01","14","15","10","13","13","15","14","16","14","14","11","13","15","14","13","16","14","12","15","12","14","15","15","14","14","13","","","",""
"2024-06-02","10","12","3","10","9","11","9","10","9","11","8","10","11","10","8","9","10","9","12","9","11","11","11","10","10","10","","","",""
"2024-06-03","7","7","1","8","7","8","5","7","7","8","6","7","8","8","5","9","7","6","7","6","9","7","7","7","7","7","","","",""
"2024-06-04","8","10","3","7","7","8","9","9","8","10","6","8","9","9","7","12","8","6","9","6","9","9","8","10","9","8","","","",""
"2024-06-05","22","23","14","19","24","24","21","27","21","20","17","22","21","24","19","21","21","20","23","24","26","22","23","24","22","20","","","",""
"2024-06-06","28","28","25","25","29","30","28","34","24","27","22","28","26","30","26","26","27","26","27","30","34","28","28","29","28","28","","","",""
"2024-06-07","19","20","16","20","17","19","19","21","18","22","19","19","19","19","16","18","18","19","20","17","20","20","19","19","18","19","","","",""
"2024-06-08","16","17","16","17","16","19","17","16","16","17","16","17","18","17","15","15","15","16","16","16","16","16","18","17","17","16","","","",""
"2024-06-09","18","20","16","17","17","18","19","19","15","18","17","19","18","19","17","19","18","18","18","18","20","18","19","20","18","18","","","",""
"2024-06-10","28","29","28","27","26","28","29","27","27","29","27","29","29","28","26","26","27","27","28","27","30","29","29","29","27","29","","","",""
"2024-06-11","36","39","40","38","32","35","37","33","35","37","36","37","39","36","32","35","35","36","35","33","37","37","39","38","35","41","","","",""
"2024-06-12","16","18","14","15","15","16","18","16","15","17","16","17","15","17","15","16","17","16","17","14","18","17","19","17","16","20","","","",""
"2024-06-13","16","19","13","14","16","19","18","17","17","16","14","16","17","16","13","16","17","16","18","15","18","18","18","17","16","18","","","",""
"2024-06-14","20","22","16","20","20","21","21","22","19","20","17","20","21","20","17","19","21","19","21","21","22","22","20","21","21","22","","","",""
"2024-06-15","18","21","16","19","17","18","19","18","16","19","16","19","17","19","15","18","20","17","17","17","21","19","19","19","21","21","","","",""
"2024-06-16","13","15","11","12","12","14","12","14","11","13","11","12","14","12","10","13","14","12","12","12","14","13","15","12","14","14","","","",""
"2024-06-17","11","12","5","10","10","13","11","13","10","11","10","11","12","12","10","11","13","11","11","11","13","13","13","12","12","11","","","",""
"2024-06-18","14","16","10","14","13","14","14","16","11","15","14","14","13","14","14","14","14","14","14","13","15","16","17","16","16","16","","","",""
"2024-06-19","26","30","21","24","26","29","26","29","24","24","24","25","27","26","23","27","27","25","26","27","30","28","26","25","26","25","","","",""
"2024-06-20","28","30","23","26","30","27","29","29","24","28","26","28","26","30","26","25","28","26","29","29","31","30","28","28","30","29","","","",""
"2024-06-21","22","26","19","23","20","22","24","23","18","24","21","24","21","21","20","22","25","21","24","19","22","24","21","23","22","26","","","",""
"2024-06-22","21","26","20","23","19","21","24","18","14","23","20","24","20","21","18","19","22","22","20","18","21","22","19","22","24","25","","","",""
"2024-06-23","9","11","6","8","9","10","10","9","6","9","8","10","9","9","9","9","10","9","9","8","10","10","11","9","10","10","","","",""
"2024-06-24","19","22","19","17","15","20","17","17","16","20","21","21","19","19","21","22","17","21","15","16","17","19","28","21","21","21","","","",""
"2024-06-25","8","9","5","8","8","9","8","9","6","9","9","9","8","9","9","8","9","7","8","7","8","8","11","10","9","9","","","",""
"2024-06-26","13","14","11","11","10","13","12","12","11","14","12","13","13","12","11","15","13","12","13","10","13","14","14","14","13","13","","","",""
"2024-06-27","17","17","12","17","17","17","15","21","15","17","15","16","14","19","16","16","16","15","16","18","19","16","21","17","17","15","","","",""
"2024-06-28","25","28","24","24","23","28","25","27","26","26","22","25","28","25","21","28","26","24","26","23","27","27","23","26","25","25","","","",""
"2024-06-29","20","23","17","21","18","20","21","18","16","21","18","21","20","20","16","20","21","18","20","19","22","22","19","21","21","21","","","",""
"2024-06-30","12","13","11","11","13","13","12","11","10","13","10","12","12","13","11","11","12","13","11","12","13","12","14","12","12","13","","","",""
"2024-07-01","16","18","17","13","16","17","16","17","13","15","13","15","17","15","13","16","17","16","16","14","14","17","17","15","15","16","","","",""
"2024-07-02","10","12","9","9","9","11","10","9","8","10","8","10","11","10","7","9","11","10","9","9","12","10","9","10","11","11","","","",""
"2024-07-03","16","17","22","13","15","16","16","15","16","14","13","15","18","14","13","17","16","16","17","14","16","19","18","16","15","15","","","",""
"2024-07-04","30","32","39","27","30","29","30","29","26","29","27","30","30","28","26","29","30","31","28","27","31","33","29","29","30","30","","","",""
"2024-07-05","11","12","10","11","12","12","12","10","9","13","10","12","11","12","11","8","10","12","10","11","12","11","13","12","10","11","","","",""
"2024-07-06","17","20","18","16","17","18","18","16","14","18","16","18","17","17","15","14","18","18","16","16","18","19","20","18","13","17","","","",""
"2024-07-07","13","15","15","14","13","14","14","12","11","15","13","14","14","13","12","11","13","15","12","12","13","15","14","13","8","13","","","",""
"2024-07-08","6","7","7","5","7","8","7","5","5","7","4","6","6","7","5","3","7","6","7","6","6","7","7","6","3","6","","","",""
"2024-07-09","9","10","9","8","9","10","9","10","7","9","7","8","9","10","8","8","10","10","6","9","11","10","11","10","6","8","","","",""
"2024-07-10","5","6","3","5","6","6","6","4","4","7","4","5","6","6","4","3","7","5","5","5","7","7","7","6","4","6","","","",""
"2024-07-11","25","28","26","23","26","29","25","29","26","25","22","27","26","26","23","24","27","26","22","28","29","29","26","26","9","25","","","",""
"2024-07-12","27","29","31","25","26","29","26","32","28","29","24","27","28","25","25","28","26","27","23","27","28","29","26","26","34","26","","","",""
"2024-07-13","38","43","34","38","38","40","41","38","37","39","36","41","40","37","33","35","39","38","39","38","41","44","36","39","38","39","","","",""
"2024-07-14","23","26","18","26","23","24","26","20","21","26","21","26","24","23","21","19","24","22","23","24","25","24","23","26","25","25","","","",""
"2024-07-15","6","7","4","5","7","7","6","6","5","6","3","6","7","7","5","3","6","4","6","7","8","7","7","6","7","6","","","",""
"2024-07-16","7","9","7","5","9","8","7","6","7","6","4","7","8","9","6","4","8","5","7","8","10","8","8","7","8","6","","","",""
"2024-07-17","4","6","5","3","4","5","4","3","3","4","2","4","5","4","3","2","5","3","4","5","6","6","6","4","5","4","","","",""
